Invoice ID,Vendor,Amount,Activity,Timestamp,Invoice Status,Resource
INV-2025-0017,Vandelay Imports,4584.46,Begin Review,2025-07-03T00:20:40Z,In Progress,David Singh
INV-2025-0011,Stark Industrial,2433.23,Begin Review,2025-07-03T02:20:31Z,In Progress,Ben Okoro
INV-2025-0004,Soylent Catering,2845.47,Approve Invoice,2025-07-03T03:32:29Z,Approved,Emma Watts
INV-2025-0003,Acme Office Supplies,2197.39,Schedule Payment,2025-07-03T03:49:21Z,Ready to Pay,Carla Reyes
INV-2025-0009,Initech Software,1477.67,Begin Review,2025-07-03T06:27:43Z,In Progress,Alice Chen
INV-2025-0016,Wayne Utilities,1233.93,Begin Review,2025-07-03T07:25:35Z,In Progress,David Singh
INV-2025-0001,Acme Office Supplies,2509.27,Place On Hold,2025-07-03T07:27:24Z,On Hold,Carla Reyes
INV-2025-0018,Globex Logistics,4722.13,Receive Invoice,2025-07-03T08:11:26Z,Received,Alice Chen
INV-2025-0013,Umbrella Facilities,4656.04,Begin Review,2025-07-03T08:26:55Z,In Progress,Ben Okoro
INV-2025-0019,Initech Software,4786.32,Receive Invoice,2025-07-03T08:27:52Z,Received,Alice Chen
INV-2025-0018,Globex Logistics,260.53,Begin Review,2025-07-03T09:55:26Z,In Progress,Alice Chen
INV-2025-0020,Cyberdyne Systems,1533.95,Receive Invoice,2025-07-03T09:55:41Z,Received,Ben Okoro
INV-2025-0008,Northwind Traders,4297.18,Schedule Payment,2025-07-03T10:38:33Z,Ready to Pay,David Singh
INV-2025-0021,Northwind Traders,1249.66,Receive Invoice,2025-07-03T10:47:40Z,Received,Ben Okoro
INV-2025-0015,Initech Software,3148.70,Begin Review,2025-07-03T10:56:06Z,In Progress,Alice Chen
INV-2025-0022,Wonka Ingredients,4269.71,Receive Invoice,2025-07-03T11:07:01Z,Received,Carla Reyes
INV-2025-0023,Umbrella Facilities,537.65,Receive Invoice,2025-07-03T11:32:42Z,Received,Carla Reyes
INV-2025-0024,Cyberdyne Systems,3250.05,Receive Invoice,2025-07-03T12:56:38Z,Received,David Singh
INV-2025-0025,Stark Industrial,896.56,Receive Invoice,2025-07-03T13:07:08Z,Received,Carla Reyes
INV-2025-0026,Initech Software,390.80,Receive Invoice,2025-07-03T13:10:22Z,Received,Alice Chen
INV-2025-0027,Initech Software,1928.28,Receive Invoice,2025-07-03T13:38:52Z,Received,Carla Reyes
INV-2025-0006,Umbrella Facilities,2167.85,Approve Invoice,2025-07-03T14:46:30Z,Approved,Frank Muller
INV-2025-0028,Hooli Cloud,1515.83,Receive Invoice,2025-07-03T15:34:57Z,Received,Ben Okoro
INV-2025-0005,Umbrella Facilities,1743.12,Cancel Invoice,2025-07-03T16:12:44Z,Cancelled,Alice Chen
INV-2025-0018,Globex Logistics,3936.54,Schedule Payment,2025-07-03T17:53:26Z,Ready to Pay,Alice Chen
INV-2025-0014,Wonka Ingredients,57.82,Begin Review,2025-07-03T17:53:58Z,In Progress,David Singh
INV-2025-0024,Cyberdyne Systems,1370.51,Begin Review,2025-07-03T18:34:38Z,In Progress,David Singh
INV-2025-0020,Cyberdyne Systems,2375.80,Begin Review,2025-07-03T19:09:41Z,In Progress,Ben Okoro
INV-2025-0010,Umbrella Facilities,4263.71,Approve Invoice,2025-07-03T19:42:01Z,Approved,Emma Watts
INV-2025-0006,Umbrella Facilities,2740.55,Schedule Payment,2025-07-03T22:52:30Z,Ready to Pay,Ben Okoro
INV-2025-0025,Stark Industrial,851.82,Begin Review,2025-07-03T23:15:08Z,In Progress,Carla Reyes
INV-2025-0011,Stark Industrial,352.24,Approve Invoice,2025-07-03T23:57:31Z,Approved,Emma Watts
INV-2025-0028,Hooli Cloud,3213.29,Begin Review,2025-07-04T00:14:57Z,In Progress,Ben Okoro
INV-2025-0015,Initech Software,4791.06,Place On Hold,2025-07-04T01:31:06Z,On Hold,Alice Chen
INV-2025-0019,Initech Software,1911.84,Begin Review,2025-07-04T02:57:52Z,In Progress,Alice Chen
INV-2025-0010,Umbrella Facilities,3655.82,Schedule Payment,2025-07-04T05:04:01Z,Ready to Pay,Carla Reyes
INV-2025-0002,Vandelay Imports,3951.41,Place On Hold,2025-07-04T06:23:41Z,On Hold,David Singh
INV-2025-0024,Cyberdyne Systems,4741.43,Schedule Payment,2025-07-04T06:34:38Z,Ready to Pay,David Singh
INV-2025-0019,Initech Software,3500.48,Schedule Payment,2025-07-04T07:44:52Z,Ready to Pay,Alice Chen
INV-2025-0025,Stark Industrial,4455.23,Place On Hold,2025-07-04T07:48:08Z,On Hold,Carla Reyes
INV-2025-0027,Initech Software,2374.93,Begin Review,2025-07-04T08:23:52Z,In Progress,Carla Reyes
INV-2025-0029,Stark Industrial,316.26,Receive Invoice,2025-07-04T08:25:17Z,Received,Ben Okoro
INV-2025-0011,Stark Industrial,1477.96,Schedule Payment,2025-07-04T09:23:31Z,Ready to Pay,Ben Okoro
INV-2025-0017,Vandelay Imports,3415.89,Approve Invoice,2025-07-04T10:02:40Z,Approved,Emma Watts
INV-2025-0009,Initech Software,2413.49,Approve Invoice,2025-07-04T10:13:43Z,Approved,Emma Watts
INV-2025-0023,Umbrella Facilities,4270.84,Begin Review,2025-07-04T10:28:42Z,In Progress,Carla Reyes
INV-2025-0001,Acme Office Supplies,1822.95,Resume Review,2025-07-04T10:30:24Z,In Progress,Carla Reyes
INV-2025-0014,Wonka Ingredients,1714.88,Approve Invoice,2025-07-04T11:01:58Z,Approved,Frank Muller
INV-2025-0030,Acme Office Supplies,3565.50,Receive Invoice,2025-07-04T11:47:55Z,Received,Ben Okoro
INV-2025-0027,Initech Software,4300.69,Approve Invoice,2025-07-04T12:43:52Z,Approved,Frank Muller
INV-2025-0031,Wayne Utilities,2784.95,Receive Invoice,2025-07-04T12:48:56Z,Received,David Singh
INV-2025-0032,Acme Office Supplies,4260.45,Receive Invoice,2025-07-04T13:16:44Z,Received,Carla Reyes
INV-2025-0020,Cyberdyne Systems,4696.48,Approve Invoice,2025-07-04T13:25:41Z,Approved,Emma Watts
INV-2025-0033,Cyberdyne Systems,4083.93,Receive Invoice,2025-07-04T13:47:25Z,Received,Carla Reyes
INV-2025-0022,Wonka Ingredients,3628.98,Begin Review,2025-07-04T14:47:01Z,In Progress,Carla Reyes
INV-2025-0007,Stark Industrial,2400.30,Pay Invoice,2025-07-04T14:51:02Z,Paid,Payment Run
INV-2025-0028,Hooli Cloud,3431.82,Schedule Payment,2025-07-04T15:03:57Z,Ready to Pay,Ben Okoro
INV-2025-0001,Acme Office Supplies,2517.29,Approve Invoice,2025-07-04T15:40:24Z,Approved,Emma Watts
INV-2025-0023,Umbrella Facilities,298.88,Cancel Invoice,2025-07-04T15:56:42Z,Cancelled,Carla Reyes
INV-2025-0031,Wayne Utilities,597.64,Begin Review,2025-07-04T16:15:56Z,In Progress,David Singh
INV-2025-0029,Stark Industrial,3986.08,Begin Review,2025-07-04T16:24:17Z,In Progress,Ben Okoro
INV-2025-0020,Cyberdyne Systems,71.17,Schedule Payment,2025-07-04T16:39:41Z,Ready to Pay,Ben Okoro
INV-2025-0021,Northwind Traders,4677.77,Begin Review,2025-07-04T17:59:40Z,In Progress,Ben Okoro
INV-2025-0001,Acme Office Supplies,3618.99,Schedule Payment,2025-07-04T19:41:24Z,Ready to Pay,Carla Reyes
INV-2025-0016,Wayne Utilities,3202.79,Cancel Invoice,2025-07-04T19:44:35Z,Cancelled,David Singh
INV-2025-0026,Initech Software,2272.68,Begin Review,2025-07-04T20:01:22Z,In Progress,Alice Chen
INV-2025-0017,Vandelay Imports,4798.27,Schedule Payment,2025-07-04T20:42:40Z,Ready to Pay,David Singh
INV-2025-0021,Northwind Traders,699.51,Approve Invoice,2025-07-04T23:11:40Z,Approved,Frank Muller
INV-2025-0014,Wonka Ingredients,4218.00,Schedule Payment,2025-07-04T23:11:58Z,Ready to Pay,David Singh
INV-2025-0027,Initech Software,3124.41,Schedule Payment,2025-07-04T23:19:52Z,Ready to Pay,Carla Reyes
INV-2025-0022,Wonka Ingredients,2671.59,Place On Hold,2025-07-05T04:58:01Z,On Hold,Carla Reyes
INV-2025-0033,Cyberdyne Systems,3911.67,Begin Review,2025-07-05T05:54:25Z,In Progress,Carla Reyes
INV-2025-0030,Acme Office Supplies,420.47,Begin Review,2025-07-05T07:58:55Z,In Progress,Ben Okoro
INV-2025-0012,Globex Logistics,2430.73,Resolve Dispute,2025-07-05T08:06:47Z,In Progress,Carla Reyes
INV-2025-0021,Northwind Traders,3019.38,Schedule Payment,2025-07-05T08:43:40Z,Ready to Pay,Ben Okoro
INV-2025-0020,Cyberdyne Systems,2723.86,Pay Invoice,2025-07-05T10:33:41Z,Paid,Payment Run
INV-2025-0003,Acme Office Supplies,4681.58,Pay Invoice,2025-07-05T11:51:21Z,Paid,Payment Run
INV-2025-0013,Umbrella Facilities,2037.35,Approve Invoice,2025-07-05T11:58:55Z,Approved,Frank Muller
INV-2025-0031,Wayne Utilities,4597.56,Place On Hold,2025-07-05T12:41:56Z,On Hold,David Singh
INV-2025-0002,Vandelay Imports,3108.84,Resume Review,2025-07-05T12:48:41Z,In Progress,David Singh
INV-2025-0009,Initech Software,545.99,Pay Invoice,2025-07-05T13:51:43Z,Paid,Payment Run
INV-2025-0012,Globex Logistics,593.48,Approve Invoice,2025-07-05T15:19:47Z,Approved,Emma Watts
INV-2025-0015,Initech Software,4684.07,Cancel Invoice,2025-07-05T16:16:06Z,Cancelled,Alice Chen
INV-2025-0029,Stark Industrial,3604.93,Raise Dispute,2025-07-05T17:43:17Z,Disputed,Ben Okoro
INV-2025-0026,Initech Software,1764.58,Approve Invoice,2025-07-05T17:54:22Z,Approved,Frank Muller
INV-2025-0013,Umbrella Facilities,724.07,Schedule Payment,2025-07-05T19:23:55Z,Ready to Pay,Ben Okoro
INV-2025-0012,Globex Logistics,4587.52,Schedule Payment,2025-07-05T21:17:47Z,Ready to Pay,Carla Reyes
INV-2025-0030,Acme Office Supplies,2565.16,Approve Invoice,2025-07-05T21:30:55Z,Approved,Emma Watts
INV-2025-0002,Vandelay Imports,3509.37,Approve Invoice,2025-07-05T21:37:41Z,Approved,Frank Muller
INV-2025-0032,Acme Office Supplies,4173.17,Begin Review,2025-07-05T23:34:44Z,In Progress,Carla Reyes
INV-2025-0018,Globex Logistics,518.49,Pay Invoice,2025-07-06T01:30:26Z,Paid,Payment Run
INV-2025-0022,Wonka Ingredients,3985.45,Cancel Invoice,2025-07-06T02:36:01Z,Cancelled,Carla Reyes
INV-2025-0017,Vandelay Imports,4747.47,Pay Invoice,2025-07-06T06:05:40Z,Paid,Payment Run
INV-2025-0026,Initech Software,3409.16,Schedule Payment,2025-07-06T06:28:22Z,Ready to Pay,Alice Chen
INV-2025-0030,Acme Office Supplies,2856.86,Schedule Payment,2025-07-06T07:18:55Z,Ready to Pay,Ben Okoro
INV-2025-0025,Stark Industrial,620.10,Resume Review,2025-07-06T08:34:08Z,In Progress,Carla Reyes
INV-2025-0032,Acme Office Supplies,2154.35,Approve Invoice,2025-07-06T08:52:44Z,Approved,Frank Muller
INV-2025-0006,Umbrella Facilities,1539.82,Pay Invoice,2025-07-06T13:17:30Z,Paid,Payment Run
INV-2025-0002,Vandelay Imports,4380.13,Schedule Payment,2025-07-06T13:47:41Z,Ready to Pay,David Singh
INV-2025-0032,Acme Office Supplies,4388.10,Schedule Payment,2025-07-06T18:28:44Z,Ready to Pay,Carla Reyes
INV-2025-0004,Soylent Catering,1864.61,Pay Invoice,2025-07-06T23:22:29Z,Paid,Payment Run
INV-2025-0011,Stark Industrial,3137.89,Pay Invoice,2025-07-07T04:01:31Z,Paid,Payment Run
INV-2025-0033,Cyberdyne Systems,4263.43,Approve Invoice,2025-07-07T06:16:25Z,Approved,Emma Watts
INV-2025-0008,Northwind Traders,146.99,Pay Invoice,2025-07-07T06:40:33Z,Paid,Payment Run
INV-2025-0028,Hooli Cloud,3906.46,Pay Invoice,2025-07-07T07:20:57Z,Paid,Payment Run
INV-2025-0034,Wonka Ingredients,2633.50,Receive Invoice,2025-07-07T10:30:42Z,Received,Ben Okoro
INV-2025-0035,Cyberdyne Systems,499.10,Receive Invoice,2025-07-07T10:35:10Z,Received,David Singh
INV-2025-0036,Umbrella Facilities,3333.31,Receive Invoice,2025-07-07T11:08:20Z,Received,Alice Chen
INV-2025-0033,Cyberdyne Systems,2117.94,Schedule Payment,2025-07-07T11:09:25Z,Ready to Pay,Carla Reyes
INV-2025-0037,Umbrella Facilities,4425.42,Receive Invoice,2025-07-07T11:18:55Z,Received,David Singh
INV-2025-0038,Umbrella Facilities,4040.97,Receive Invoice,2025-07-07T11:55:20Z,Received,Carla Reyes
INV-2025-0035,Cyberdyne Systems,2562.08,Begin Review,2025-07-07T11:58:10Z,In Progress,David Singh
INV-2025-0039,Soylent Catering,3052.53,Receive Invoice,2025-07-07T12:01:42Z,Received,Alice Chen
INV-2025-0014,Wonka Ingredients,3176.22,Pay Invoice,2025-07-07T12:28:58Z,Paid,Payment Run
INV-2025-0040,Stark Industrial,507.20,Receive Invoice,2025-07-07T12:35:35Z,Received,Alice Chen
INV-2025-0041,Acme Office Supplies,4630.45,Receive Invoice,2025-07-07T13:07:04Z,Received,Carla Reyes
INV-2025-0042,Soylent Catering,858.77,Receive Invoice,2025-07-07T13:40:21Z,Received,Alice Chen
INV-2025-0043,Vandelay Imports,2857.41,Receive Invoice,2025-07-07T13:41:15Z,Received,David Singh
INV-2025-0044,Acme Office Supplies,273.13,Receive Invoice,2025-07-07T14:32:28Z,Received,Carla Reyes
INV-2025-0045,Hooli Cloud,4426.30,Receive Invoice,2025-07-07T16:28:04Z,Received,David Singh
INV-2025-0037,Umbrella Facilities,3303.79,Begin Review,2025-07-07T16:33:55Z,In Progress,David Singh
INV-2025-0042,Soylent Catering,828.71,Begin Review,2025-07-07T17:14:21Z,In Progress,Alice Chen
INV-2025-0031,Wayne Utilities,299.74,Resume Review,2025-07-07T17:51:56Z,In Progress,David Singh
INV-2025-0010,Umbrella Facilities,4107.32,Pay Invoice,2025-07-07T23:30:01Z,Paid,Payment Run
INV-2025-0035,Cyberdyne Systems,4243.57,Approve Invoice,2025-07-08T01:09:10Z,Approved,Emma Watts
INV-2025-0042,Soylent Catering,4244.35,Schedule Payment,2025-07-08T01:26:21Z,Ready to Pay,Alice Chen
INV-2025-0038,Umbrella Facilities,291.92,Begin Review,2025-07-08T02:25:20Z,In Progress,Carla Reyes
INV-2025-0031,Wayne Utilities,4009.71,Approve Invoice,2025-07-08T02:44:56Z,Approved,Frank Muller
INV-2025-0035,Cyberdyne Systems,1259.95,Schedule Payment,2025-07-08T02:59:10Z,Ready to Pay,David Singh
INV-2025-0041,Acme Office Supplies,3403.88,Begin Review,2025-07-08T03:34:04Z,In Progress,Carla Reyes
INV-2025-0024,Cyberdyne Systems,3165.51,Pay Invoice,2025-07-08T05:41:38Z,Paid,Payment Run
INV-2025-0031,Wayne Utilities,4793.84,Schedule Payment,2025-07-08T05:48:56Z,Ready to Pay,David Singh
INV-2025-0046,Vandelay Imports,469.81,Receive Invoice,2025-07-08T08:01:32Z,Received,Ben Okoro
INV-2025-0030,Acme Office Supplies,571.79,Pay Invoice,2025-07-08T08:18:55Z,Paid,Payment Run
INV-2025-0041,Acme Office Supplies,2293.26,Place On Hold,2025-07-08T08:50:04Z,On Hold,Carla Reyes
INV-2025-0025,Stark Industrial,2809.21,Approve Invoice,2025-07-08T10:13:08Z,Approved,Frank Muller
INV-2025-0012,Globex Logistics,2076.86,Pay Invoice,2025-07-08T10:37:47Z,Paid,Payment Run
INV-2025-0047,Wayne Utilities,3165.34,Receive Invoice,2025-07-08T11:14:36Z,Received,Carla Reyes
INV-2025-0048,Wayne Utilities,3424.90,Receive Invoice,2025-07-08T11:17:04Z,Received,Carla Reyes
INV-2025-0049,Soylent Catering,1813.39,Receive Invoice,2025-07-08T11:33:31Z,Received,Ben Okoro
INV-2025-0050,Wonka Ingredients,3186.83,Receive Invoice,2025-07-08T11:50:38Z,Received,David Singh
INV-2025-0029,Stark Industrial,3703.56,Resolve Dispute,2025-07-08T12:16:17Z,In Progress,Ben Okoro
INV-2025-0051,Wayne Utilities,239.44,Receive Invoice,2025-07-08T12:38:42Z,Received,David Singh
INV-2025-0045,Hooli Cloud,3229.96,Begin Review,2025-07-08T12:45:04Z,In Progress,David Singh
INV-2025-0019,Initech Software,1816.64,Pay Invoice,2025-07-08T12:46:52Z,Paid,Payment Run
INV-2025-0052,Northwind Traders,1688.15,Receive Invoice,2025-07-08T13:23:00Z,Received,Ben Okoro
INV-2025-0036,Umbrella Facilities,3749.34,Begin Review,2025-07-08T14:04:20Z,In Progress,Alice Chen
INV-2025-0053,Soylent Catering,4549.03,Receive Invoice,2025-07-08T14:40:37Z,Received,Alice Chen
INV-2025-0054,Vandelay Imports,3843.61,Receive Invoice,2025-07-08T14:58:50Z,Received,Alice Chen
INV-2025-0039,Soylent Catering,2138.18,Begin Review,2025-07-08T15:29:42Z,In Progress,Alice Chen
INV-2025-0055,Northwind Traders,1609.58,Receive Invoice,2025-07-08T15:37:49Z,Received,David Singh
INV-2025-0056,Wayne Utilities,1885.46,Receive Invoice,2025-07-08T15:45:12Z,Received,Alice Chen
INV-2025-0034,Wonka Ingredients,1998.36,Begin Review,2025-07-08T15:46:42Z,In Progress,Ben Okoro
INV-2025-0043,Vandelay Imports,3522.04,Begin Review,2025-07-08T15:52:15Z,In Progress,David Singh
INV-2025-0057,Wonka Ingredients,90.66,Receive Invoice,2025-07-08T16:48:47Z,Received,Alice Chen
INV-2025-0026,Initech Software,2189.79,Pay Invoice,2025-07-08T18:13:22Z,Paid,Payment Run
INV-2025-0029,Stark Industrial,2785.69,Approve Invoice,2025-07-08T20:17:17Z,Approved,Frank Muller
INV-2025-0054,Vandelay Imports,3151.97,Begin Review,2025-07-08T22:47:50Z,In Progress,Alice Chen
INV-2025-0044,Acme Office Supplies,769.41,Begin Review,2025-07-09T00:02:28Z,In Progress,Carla Reyes
INV-2025-0040,Stark Industrial,150.73,Begin Review,2025-07-09T00:10:35Z,In Progress,Alice Chen
INV-2025-0025,Stark Industrial,4618.31,Schedule Payment,2025-07-09T00:40:08Z,Ready to Pay,Carla Reyes
INV-2025-0036,Umbrella Facilities,2946.34,Place On Hold,2025-07-09T03:11:20Z,On Hold,Alice Chen
INV-2025-0034,Wonka Ingredients,3678.44,Place On Hold,2025-07-09T03:52:42Z,On Hold,Ben Okoro
INV-2025-0057,Wonka Ingredients,3503.20,Begin Review,2025-07-09T06:27:47Z,In Progress,Alice Chen
INV-2025-0058,Acme Office Supplies,1989.54,Receive Invoice,2025-07-09T08:34:51Z,Received,Alice Chen
INV-2025-0059,Soylent Catering,4530.99,Receive Invoice,2025-07-09T08:39:34Z,Received,Ben Okoro
INV-2025-0060,Wayne Utilities,1083.64,Receive Invoice,2025-07-09T09:03:29Z,Received,Ben Okoro
INV-2025-0061,Soylent Catering,2160.92,Receive Invoice,2025-07-09T09:23:56Z,Received,Ben Okoro
INV-2025-0058,Acme Office Supplies,996.83,Begin Review,2025-07-09T09:47:51Z,In Progress,Alice Chen
INV-2025-0029,Stark Industrial,4356.57,Schedule Payment,2025-07-09T10:22:17Z,Ready to Pay,Ben Okoro
INV-2025-0062,Soylent Catering,2472.71,Receive Invoice,2025-07-09T10:31:25Z,Received,Alice Chen
INV-2025-0063,Globex Logistics,722.14,Receive Invoice,2025-07-09T11:11:38Z,Received,Ben Okoro
INV-2025-0046,Vandelay Imports,2223.75,Begin Review,2025-07-09T11:13:32Z,In Progress,Ben Okoro
INV-2025-0021,Northwind Traders,3895.95,Pay Invoice,2025-07-09T11:34:40Z,Paid,Payment Run
INV-2025-0062,Soylent Catering,1373.40,Begin Review,2025-07-09T11:38:25Z,In Progress,Alice Chen
INV-2025-0052,Northwind Traders,1377.41,Begin Review,2025-07-09T12:04:00Z,In Progress,Ben Okoro
INV-2025-0064,Globex Logistics,4594.28,Receive Invoice,2025-07-09T12:45:04Z,Received,Alice Chen
INV-2025-0036,Umbrella Facilities,2682.81,Cancel Invoice,2025-07-09T12:58:20Z,Cancelled,Alice Chen
INV-2025-0065,Northwind Traders,1748.03,Receive Invoice,2025-07-09T13:15:27Z,Received,David Singh
INV-2025-0001,Acme Office Supplies,2496.53,Pay Invoice,2025-07-09T13:21:24Z,Paid,Payment Run
INV-2025-0064,Globex Logistics,779.73,Begin Review,2025-07-09T14:38:04Z,In Progress,Alice Chen
INV-2025-0051,Wayne Utilities,349.14,Begin Review,2025-07-09T15:08:42Z,In Progress,David Singh
INV-2025-0066,Northwind Traders,319.31,Receive Invoice,2025-07-09T15:25:57Z,Received,David Singh
INV-2025-0067,Wayne Utilities,4519.05,Receive Invoice,2025-07-09T15:36:56Z,Received,Ben Okoro
INV-2025-0068,Initech Software,2818.24,Receive Invoice,2025-07-09T16:36:18Z,Received,David Singh
INV-2025-0069,Globex Logistics,3212.78,Receive Invoice,2025-07-09T16:41:00Z,Received,Carla Reyes
INV-2025-0059,Soylent Catering,4612.85,Begin Review,2025-07-09T16:58:34Z,In Progress,Ben Okoro
INV-2025-0039,Soylent Catering,252.36,Approve Invoice,2025-07-09T18:18:42Z,Approved,Frank Muller
INV-2025-0051,Wayne Utilities,4357.16,Place On Hold,2025-07-09T18:29:42Z,On Hold,David Singh
INV-2025-0055,Northwind Traders,1876.39,Begin Review,2025-07-09T18:32:49Z,In Progress,David Singh
INV-2025-0065,Northwind Traders,4649.00,Begin Review,2025-07-09T18:34:27Z,In Progress,David Singh
INV-2025-0056,Wayne Utilities,165.08,Begin Review,2025-07-09T18:54:12Z,In Progress,Alice Chen
INV-2025-0039,Soylent Catering,4745.38,Schedule Payment,2025-07-09T19:30:42Z,Ready to Pay,Alice Chen
INV-2025-0057,Wonka Ingredients,1199.20,Place On Hold,2025-07-09T19:53:47Z,On Hold,Alice Chen
INV-2025-0048,Wayne Utilities,3587.17,Begin Review,2025-07-09T20:30:04Z,In Progress,Carla Reyes
INV-2025-0066,Northwind Traders,2225.32,Begin Review,2025-07-09T20:51:57Z,In Progress,David Singh
INV-2025-0055,Northwind Traders,4076.45,Approve Invoice,2025-07-09T22:19:49Z,Approved,Emma Watts
INV-2025-0047,Wayne Utilities,3938.52,Begin Review,2025-07-09T22:27:36Z,In Progress,Carla Reyes
INV-2025-0055,Northwind Traders,2176.06,Schedule Payment,2025-07-09T23:29:49Z,Ready to Pay,David Singh
INV-2025-0054,Vandelay Imports,3416.53,Place On Hold,2025-07-09T23:51:50Z,On Hold,Alice Chen
INV-2025-0053,Soylent Catering,383.90,Begin Review,2025-07-10T00:08:37Z,In Progress,Alice Chen
INV-2025-0049,Soylent Catering,2387.40,Begin Review,2025-07-10T00:27:31Z,In Progress,Ben Okoro
INV-2025-0050,Wonka Ingredients,2837.41,Begin Review,2025-07-10T00:44:38Z,In Progress,David Singh
INV-2025-0043,Vandelay Imports,2261.25,Approve Invoice,2025-07-10T01:12:15Z,Approved,Emma Watts
INV-2025-0037,Umbrella Facilities,3486.36,Cancel Invoice,2025-07-10T01:14:55Z,Cancelled,David Singh
INV-2025-0062,Soylent Catering,3683.97,Schedule Payment,2025-07-10T01:15:25Z,Ready to Pay,Alice Chen
INV-2025-0038,Umbrella Facilities,190.20,Cancel Invoice,2025-07-10T01:51:20Z,Cancelled,Carla Reyes
INV-2025-0002,Vandelay Imports,2288.47,Pay Invoice,2025-07-10T02:49:41Z,Paid,Payment Run
INV-2025-0059,Soylent Catering,1093.27,Cancel Invoice,2025-07-10T03:18:34Z,Cancelled,Ben Okoro
INV-2025-0044,Acme Office Supplies,2676.07,Place On Hold,2025-07-10T03:27:28Z,On Hold,Carla Reyes
INV-2025-0043,Vandelay Imports,299.95,Schedule Payment,2025-07-10T04:13:15Z,Ready to Pay,David Singh
INV-2025-0027,Initech Software,1527.31,Pay Invoice,2025-07-10T05:02:52Z,Paid,Payment Run
INV-2025-0052,Northwind Traders,320.09,Place On Hold,2025-07-10T05:06:00Z,On Hold,Ben Okoro
INV-2025-0040,Stark Industrial,4439.93,Approve Invoice,2025-07-10T07:22:35Z,Approved,Emma Watts
INV-2025-0013,Umbrella Facilities,1562.57,Pay Invoice,2025-07-10T07:35:55Z,Paid,Payment Run
