Invoice ID,Vendor,Amount,Activity,Timestamp,Invoice Status,Resource
INV-2025-0039,Cyberdyne Systems,1429.38,Begin Review,2025-01-09T12:07:58Z,In Progress,David Singh
INV-2025-0008,Stark Industrial,2857.97,Pay Invoice,2025-01-09T13:38:12Z,Paid,Payment Run
INV-2025-0049,Umbrella Facilities,2570.00,Receive Invoice,2025-01-09T14:42:48Z,Received,Alice Chen
INV-2025-0050,Acme Office Supplies,1722.24,Receive Invoice,2025-01-09T15:19:35Z,Received,Carla Reyes
INV-2025-0043,Wonka Ingredients,2212.59,Schedule Payment,2025-01-09T17:40:51Z,Ready to Pay,Carla Reyes
INV-2025-0015,Hooli Cloud,1350.77,Pay Invoice,2025-01-09T18:42:39Z,Paid,Payment Run
INV-2025-0040,Initech Software,281.46,Raise Dispute,2025-01-09T22:07:21Z,Disputed,Carla Reyes
INV-2025-0050,Acme Office Supplies,1994.43,Begin Review,2025-01-09T22:08:35Z,In Progress,Carla Reyes
INV-2025-0022,Northwind Traders,2997.22,Pay Invoice,2025-01-09T23:09:39Z,Paid,Payment Run
INV-2025-0046,Soylent Catering,1183.23,Place On Hold,2025-01-10T04:42:20Z,On Hold,Carla Reyes
INV-2025-0014,Initech Software,1936.27,Pay Invoice,2025-01-10T06:10:38Z,Paid,Payment Run
INV-2025-0050,Acme Office Supplies,3431.77,Approve Invoice,2025-01-10T06:55:35Z,Approved,Frank Muller
INV-2025-0039,Cyberdyne Systems,2687.35,Raise Dispute,2025-01-10T07:36:58Z,Disputed,David Singh
INV-2025-0051,Wayne Utilities,2684.68,Receive Invoice,2025-01-10T08:19:09Z,Received,David Singh
INV-2025-0052,Vandelay Imports,3362.37,Receive Invoice,2025-01-10T08:19:26Z,Received,Carla Reyes
INV-2025-0048,Wonka Ingredients,3293.08,Begin Review,2025-01-10T08:30:50Z,In Progress,Ben Okoro
INV-2025-0033,Wonka Ingredients,2753.05,Approve Invoice,2025-01-10T09:28:40Z,Approved,Frank Muller
INV-2025-0053,Globex Logistics,2272.93,Receive Invoice,2025-01-10T10:22:48Z,Received,Ben Okoro
INV-2025-0007,Wayne Utilities,4391.12,Pay Invoice,2025-01-10T10:34:13Z,Paid,Payment Run
INV-2025-0038,Globex Logistics,530.82,Approve Invoice,2025-01-10T10:40:21Z,Approved,Emma Watts
INV-2025-0054,Acme Office Supplies,1706.97,Receive Invoice,2025-01-10T10:45:46Z,Received,Alice Chen
INV-2025-0055,Globex Logistics,2431.70,Receive Invoice,2025-01-10T10:48:55Z,Received,Alice Chen
INV-2025-0041,Stark Industrial,835.38,Begin Review,2025-01-10T10:57:03Z,In Progress,Carla Reyes
INV-2025-0056,Globex Logistics,4586.19,Receive Invoice,2025-01-10T11:09:18Z,Received,David Singh
INV-2025-0057,Umbrella Facilities,631.37,Receive Invoice,2025-01-10T11:27:53Z,Received,Alice Chen
INV-2025-0048,Wonka Ingredients,2586.41,Schedule Payment,2025-01-10T11:35:50Z,Ready to Pay,Ben Okoro
INV-2025-0058,Wayne Utilities,4604.17,Receive Invoice,2025-01-10T12:34:48Z,Received,Alice Chen
INV-2025-0053,Globex Logistics,2672.83,Begin Review,2025-01-10T13:25:48Z,In Progress,Ben Okoro
INV-2025-0042,Soylent Catering,4067.95,Begin Review,2025-01-10T13:44:35Z,In Progress,David Singh
INV-2025-0059,Globex Logistics,634.11,Receive Invoice,2025-01-10T13:50:17Z,Received,Carla Reyes
INV-2025-0060,Northwind Traders,2600.62,Receive Invoice,2025-01-10T14:08:38Z,Received,Ben Okoro
INV-2025-0036,Vandelay Imports,3036.96,Approve Invoice,2025-01-10T14:53:18Z,Approved,Emma Watts
INV-2025-0034,Globex Logistics,3551.79,Resume Review,2025-01-10T14:59:19Z,In Progress,David Singh
INV-2025-0061,Stark Industrial,2906.81,Receive Invoice,2025-01-10T15:02:40Z,Received,Alice Chen
INV-2025-0044,Stark Industrial,2135.75,Approve Invoice,2025-01-10T15:15:15Z,Approved,Emma Watts
INV-2025-0062,Northwind Traders,3047.34,Receive Invoice,2025-01-10T15:25:02Z,Received,David Singh
INV-2025-0058,Wayne Utilities,2637.81,Begin Review,2025-01-10T15:34:48Z,In Progress,Alice Chen
INV-2025-0063,Wayne Utilities,4508.16,Receive Invoice,2025-01-10T15:58:23Z,Received,Carla Reyes
INV-2025-0060,Northwind Traders,524.92,Begin Review,2025-01-10T16:23:38Z,In Progress,Ben Okoro
INV-2025-0064,Stark Industrial,2196.31,Receive Invoice,2025-01-10T16:49:16Z,Received,David Singh
INV-2025-0057,Umbrella Facilities,4011.35,Begin Review,2025-01-10T17:48:53Z,In Progress,Alice Chen
INV-2025-0037,Soylent Catering,4240.80,Pay Invoice,2025-01-10T18:49:15Z,Paid,Payment Run
INV-2025-0057,Umbrella Facilities,1563.69,Raise Dispute,2025-01-10T23:46:53Z,Disputed,Alice Chen
INV-2025-0047,Stark Industrial,3917.77,Begin Review,2025-01-10T23:55:08Z,In Progress,Alice Chen
INV-2025-0061,Stark Industrial,1716.89,Begin Review,2025-01-10T23:59:40Z,In Progress,Alice Chen
INV-2025-0056,Globex Logistics,4249.11,Begin Review,2025-01-11T01:58:18Z,In Progress,David Singh
INV-2025-0055,Globex Logistics,3170.34,Begin Review,2025-01-11T03:12:55Z,In Progress,Alice Chen
INV-2025-0045,Umbrella Facilities,2498.30,Begin Review,2025-01-11T06:03:39Z,In Progress,Carla Reyes
INV-2025-0044,Stark Industrial,679.58,Schedule Payment,2025-01-11T07:50:15Z,Ready to Pay,Carla Reyes
INV-2025-0042,Soylent Catering,4196.98,Raise Dispute,2025-01-11T09:19:35Z,Disputed,David Singh
INV-2025-0027,Vandelay Imports,815.37,Pay Invoice,2025-01-11T09:29:49Z,Paid,Payment Run
INV-2025-0036,Vandelay Imports,3893.67,Schedule Payment,2025-01-11T09:40:18Z,Ready to Pay,Carla Reyes
INV-2025-0061,Stark Industrial,1035.76,Approve Invoice,2025-01-11T10:54:40Z,Approved,Frank Muller
INV-2025-0049,Umbrella Facilities,4590.59,Begin Review,2025-01-11T12:45:48Z,In Progress,Alice Chen
INV-2025-0033,Wonka Ingredients,3928.90,Pay Invoice,2025-01-11T14:50:40Z,Paid,Payment Run
INV-2025-0026,Hooli Cloud,4789.95,Pay Invoice,2025-01-11T17:07:56Z,Paid,Payment Run
INV-2025-0054,Acme Office Supplies,2842.11,Begin Review,2025-01-11T17:30:46Z,In Progress,Alice Chen
INV-2025-0012,Cyberdyne Systems,1659.14,Pay Invoice,2025-01-11T18:51:31Z,Paid,Payment Run
INV-2025-0064,Stark Industrial,866.97,Begin Review,2025-01-11T20:05:16Z,In Progress,David Singh
INV-2025-0041,Stark Industrial,3857.16,Place On Hold,2025-01-11T21:53:03Z,On Hold,Carla Reyes
INV-2025-0060,Northwind Traders,152.91,Place On Hold,2025-01-11T22:57:38Z,On Hold,Ben Okoro
INV-2025-0046,Soylent Catering,3381.75,Cancel Invoice,2025-01-11T23:00:20Z,Cancelled,Carla Reyes
INV-2025-0053,Globex Logistics,3494.23,Place On Hold,2025-01-11T23:56:48Z,On Hold,Ben Okoro
INV-2025-0031,Wayne Utilities,1232.83,Pay Invoice,2025-01-12T00:06:54Z,Paid,Payment Run
INV-2025-0059,Globex Logistics,509.77,Begin Review,2025-01-12T00:19:17Z,In Progress,Carla Reyes
INV-2025-0004,Wonka Ingredients,1039.12,Pay Invoice,2025-01-12T01:11:31Z,Paid,Payment Run
INV-2025-0025,Vandelay Imports,3886.93,Pay Invoice,2025-01-12T01:21:44Z,Paid,Payment Run
INV-2025-0030,Initech Software,4168.33,Pay Invoice,2025-01-12T01:26:55Z,Paid,Payment Run
INV-2025-0063,Wayne Utilities,2963.61,Begin Review,2025-01-12T03:47:23Z,In Progress,Carla Reyes
INV-2025-0055,Globex Logistics,2439.26,Place On Hold,2025-01-12T04:04:55Z,On Hold,Alice Chen
INV-2025-0058,Wayne Utilities,3483.88,Place On Hold,2025-01-12T04:38:48Z,On Hold,Alice Chen
INV-2025-0054,Acme Office Supplies,386.02,Place On Hold,2025-01-12T05:02:46Z,On Hold,Alice Chen
INV-2025-0032,Wonka Ingredients,2343.58,Pay Invoice,2025-01-12T05:25:22Z,Paid,Payment Run
INV-2025-0052,Vandelay Imports,767.13,Begin Review,2025-01-12T05:42:26Z,In Progress,Carla Reyes
INV-2025-0056,Globex Logistics,633.23,Approve Invoice,2025-01-12T05:57:18Z,Approved,Frank Muller
INV-2025-0051,Wayne Utilities,4357.58,Begin Review,2025-01-12T06:20:09Z,In Progress,David Singh
INV-2025-0064,Stark Industrial,1494.48,Approve Invoice,2025-01-12T09:09:16Z,Approved,Frank Muller
INV-2025-0062,Northwind Traders,3978.86,Begin Review,2025-01-12T11:10:02Z,In Progress,David Singh
INV-2025-0053,Globex Logistics,4075.62,Cancel Invoice,2025-01-12T11:17:48Z,Cancelled,Ben Okoro
INV-2025-0045,Umbrella Facilities,3945.38,Place On Hold,2025-01-12T11:58:39Z,On Hold,Carla Reyes
INV-2025-0029,Northwind Traders,1340.28,Pay Invoice,2025-01-12T15:18:48Z,Paid,Payment Run
INV-2025-0052,Vandelay Imports,1613.30,Approve Invoice,2025-01-12T15:56:26Z,Approved,Emma Watts
INV-2025-0047,Stark Industrial,2158.05,Approve Invoice,2025-01-12T19:30:08Z,Approved,Frank Muller
INV-2025-0064,Stark Industrial,2929.59,Schedule Payment,2025-01-12T21:05:16Z,Ready to Pay,David Singh
INV-2025-0056,Globex Logistics,2788.06,Schedule Payment,2025-01-12T22:18:18Z,Ready to Pay,David Singh
INV-2025-0036,Vandelay Imports,2015.46,Pay Invoice,2025-01-12T22:46:18Z,Paid,Payment Run
INV-2025-0049,Umbrella Facilities,3773.45,Raise Dispute,2025-01-12T23:03:48Z,Disputed,Alice Chen
INV-2025-0015,Hooli Cloud,4703.55,Reopen Invoice,2025-01-13T00:33:39Z,In Progress,Alice Chen
INV-2025-0034,Globex Logistics,2535.23,Approve Invoice,2025-01-13T01:34:19Z,Approved,Emma Watts
INV-2025-0052,Vandelay Imports,206.78,Schedule Payment,2025-01-13T03:03:26Z,Ready to Pay,Carla Reyes
INV-2025-0061,Stark Industrial,173.26,Pay Invoice,2025-01-13T06:37:40Z,Paid,Payment Run
INV-2025-0065,Soylent Catering,216.58,Receive Invoice,2025-01-13T08:10:50Z,Received,Carla Reyes
