Ticket ID,Channel,Priority,Activity,Timestamp,Agent
TKT-2026-0018,Chat,High,Assign,2026-02-03T20:20:27Z,Ingrid Nilsen
TKT-2026-0017,Phone,Low,Investigate,2026-02-03T21:31:05Z,Sam Cole
TKT-2026-0014,Phone,Critical,Investigate,2026-02-03T21:36:32Z,Ingrid Nilsen
TKT-2026-0008,Phone,Medium,Resolve,2026-02-03T22:08:07Z,Grace Lee
TKT-2026-0004,Email,Medium,Resolve,2026-02-03T23:14:28Z,Ingrid Nilsen
TKT-2026-0016,Phone,Critical,Investigate,2026-02-03T23:17:11Z,Ravi Patel
TKT-2026-0005,Email,Low,Close,2026-02-03T23:21:00Z,Grace Lee
TKT-2026-0007,Phone,High,Resolve,2026-02-03T23:41:44Z,Ingrid Nilsen
TKT-2026-0009,Email,Critical,Close,2026-02-04T00:20:18Z,Mo Farah
TKT-2026-0008,Phone,Medium,Close,2026-02-04T00:26:07Z,Grace Lee
TKT-2026-0015,Email,Medium,Investigate,2026-02-04T01:00:15Z,Ingrid Nilsen
TKT-2026-0013,Chat,Medium,Resolve,2026-02-04T02:08:32Z,Ravi Patel
TKT-2026-0018,Chat,High,Investigate,2026-02-04T02:24:27Z,Ingrid Nilsen
TKT-2026-0002,Chat,Low,Resolve,2026-02-04T02:44:27Z,Ravi Patel
TKT-2026-0014,Phone,Critical,Resolve,2026-02-04T02:56:32Z,Ingrid Nilsen
TKT-2026-0004,Email,Medium,Close,2026-02-04T03:17:28Z,Ingrid Nilsen
TKT-2026-0007,Phone,High,Close,2026-02-04T03:38:44Z,Ingrid Nilsen
TKT-2026-0014,Phone,Critical,Close,2026-02-04T04:06:32Z,Ingrid Nilsen
TKT-2026-0015,Email,Medium,Escalate,2026-02-04T04:35:15Z,Ingrid Nilsen
TKT-2026-0013,Chat,Medium,Close,2026-02-04T07:30:32Z,Ravi Patel
TKT-2026-0011,Phone,Critical,Resolve,2026-02-04T07:33:14Z,Sam Cole
TKT-2026-0010,Email,Critical,Resolve,2026-02-04T07:36:53Z,Ingrid Nilsen
TKT-2026-0016,Phone,Critical,Escalate,2026-02-04T07:40:11Z,Ravi Patel
TKT-2026-0019,Chat,Medium,Log Ticket,2026-02-04T07:45:17Z,Ingrid Nilsen
TKT-2026-0010,Email,Critical,Close,2026-02-04T07:57:53Z,Ingrid Nilsen
TKT-2026-0011,Phone,Critical,Close,2026-02-04T07:58:14Z,Sam Cole
TKT-2026-0020,Phone,High,Log Ticket,2026-02-04T08:11:23Z,Grace Lee
TKT-2026-0021,Phone,Medium,Log Ticket,2026-02-04T08:15:57Z,Ingrid Nilsen
TKT-2026-0022,Phone,Low,Log Ticket,2026-02-04T08:20:02Z,Ingrid Nilsen
TKT-2026-0023,Portal,High,Log Ticket,2026-02-04T08:26:35Z,Mo Farah
TKT-2026-0022,Phone,Low,Triage,2026-02-04T08:29:02Z,Ingrid Nilsen
TKT-2026-0020,Phone,High,Triage,2026-02-04T08:38:23Z,Grace Lee
TKT-2026-0018,Chat,High,Escalate,2026-02-04T08:54:27Z,Ingrid Nilsen
TKT-2026-0021,Phone,Medium,Triage,2026-02-04T09:10:57Z,Ingrid Nilsen
TKT-2026-0019,Chat,Medium,Triage,2026-02-04T09:16:17Z,Ingrid Nilsen
TKT-2026-0022,Phone,Low,Assign,2026-02-04T09:30:02Z,Ingrid Nilsen
TKT-2026-0023,Portal,High,Triage,2026-02-04T09:34:35Z,Mo Farah
TKT-2026-0020,Phone,High,Assign,2026-02-04T10:25:23Z,Grace Lee
TKT-2026-0019,Chat,Medium,Assign,2026-02-04T10:42:17Z,Ingrid Nilsen
TKT-2026-0021,Phone,Medium,Assign,2026-02-04T11:12:57Z,Ingrid Nilsen
TKT-2026-0002,Chat,Low,Close,2026-02-04T11:40:27Z,Ravi Patel
TKT-2026-0023,Portal,High,Assign,2026-02-04T12:25:35Z,Mo Farah
TKT-2026-0015,Email,Medium,Resolve,2026-02-04T12:40:15Z,Ingrid Nilsen
TKT-2026-0024,Email,Medium,Log Ticket,2026-02-04T13:02:35Z,Mo Farah
TKT-2026-0025,Phone,High,Log Ticket,2026-02-04T13:43:01Z,Ingrid Nilsen
TKT-2026-0021,Phone,Medium,Investigate,2026-02-04T14:02:57Z,Ingrid Nilsen
TKT-2026-0018,Chat,High,Resolve,2026-02-04T14:08:27Z,Ingrid Nilsen
TKT-2026-0024,Email,Medium,Triage,2026-02-04T14:32:35Z,Mo Farah
TKT-2026-0022,Phone,Low,Investigate,2026-02-04T14:34:02Z,Ingrid Nilsen
TKT-2026-0018,Chat,High,Close,2026-02-04T14:56:27Z,Ingrid Nilsen
TKT-2026-0020,Phone,High,Investigate,2026-02-04T15:09:23Z,Grace Lee
TKT-2026-0026,Phone,Medium,Log Ticket,2026-02-04T15:39:12Z,Mo Farah
TKT-2026-0025,Phone,High,Triage,2026-02-04T16:10:01Z,Ingrid Nilsen
TKT-2026-0025,Phone,High,Assign,2026-02-04T16:31:01Z,Ingrid Nilsen
TKT-2026-0024,Email,Medium,Assign,2026-02-04T16:34:35Z,Mo Farah
TKT-2026-0026,Phone,Medium,Triage,2026-02-04T17:20:12Z,Mo Farah
TKT-2026-0022,Phone,Low,Resolve,2026-02-04T17:28:02Z,Ingrid Nilsen
TKT-2026-0012,Portal,Low,Resolve,2026-02-04T17:33:27Z,Ingrid Nilsen
TKT-2026-0023,Portal,High,Investigate,2026-02-04T17:39:35Z,Mo Farah
TKT-2026-0026,Phone,Medium,Assign,2026-02-04T17:45:12Z,Mo Farah
TKT-2026-0027,Email,Medium,Log Ticket,2026-02-04T18:01:33Z,Sam Cole
TKT-2026-0028,Portal,High,Log Ticket,2026-02-04T18:14:07Z,Sam Cole
TKT-2026-0015,Email,Medium,Close,2026-02-04T18:18:15Z,Ingrid Nilsen
TKT-2026-0012,Portal,Low,Close,2026-02-04T18:25:27Z,Ingrid Nilsen
TKT-2026-0029,Chat,Medium,Log Ticket,2026-02-04T18:31:33Z,Ravi Patel
TKT-2026-0017,Phone,Low,Resolve,2026-02-04T18:38:05Z,Sam Cole
TKT-2026-0019,Chat,Medium,Investigate,2026-02-04T19:16:17Z,Ingrid Nilsen
TKT-2026-0028,Portal,High,Triage,2026-02-04T19:23:07Z,Sam Cole
TKT-2026-0022,Phone,Low,Close,2026-02-04T19:54:02Z,Ingrid Nilsen
TKT-2026-0029,Chat,Medium,Triage,2026-02-04T19:55:33Z,Ravi Patel
TKT-2026-0027,Email,Medium,Triage,2026-02-04T20:24:33Z,Sam Cole
TKT-2026-0024,Email,Medium,Investigate,2026-02-04T20:36:35Z,Mo Farah
TKT-2026-0026,Phone,Medium,Investigate,2026-02-04T21:33:12Z,Mo Farah
TKT-2026-0028,Portal,High,Assign,2026-02-04T21:36:07Z,Sam Cole
TKT-2026-0029,Chat,Medium,Assign,2026-02-04T21:44:33Z,Ravi Patel
TKT-2026-0025,Phone,High,Investigate,2026-02-04T23:07:01Z,Ingrid Nilsen
TKT-2026-0027,Email,Medium,Assign,2026-02-05T00:48:33Z,Sam Cole
TKT-2026-0028,Portal,High,Investigate,2026-02-05T01:16:07Z,Sam Cole
TKT-2026-0024,Email,Medium,Escalate,2026-02-05T01:16:35Z,Mo Farah
TKT-2026-0017,Phone,Low,Close,2026-02-05T01:19:05Z,Sam Cole
TKT-2026-0026,Phone,Medium,Escalate,2026-02-05T02:09:12Z,Mo Farah
TKT-2026-0021,Phone,Medium,Resolve,2026-02-05T04:14:57Z,Ingrid Nilsen
TKT-2026-0016,Phone,Critical,Resolve,2026-02-05T04:20:11Z,Ravi Patel
TKT-2026-0021,Phone,Medium,Close,2026-02-05T05:38:57Z,Ingrid Nilsen
TKT-2026-0029,Chat,Medium,Investigate,2026-02-05T05:46:33Z,Ravi Patel
TKT-2026-0030,Portal,Medium,Log Ticket,2026-02-05T07:21:34Z,Ingrid Nilsen
TKT-2026-0031,Email,Critical,Log Ticket,2026-02-05T07:40:14Z,Sam Cole
TKT-2026-0031,Email,Critical,Triage,2026-02-05T08:13:14Z,Sam Cole
TKT-2026-0030,Portal,Medium,Triage,2026-02-05T08:35:34Z,Ingrid Nilsen
TKT-2026-0027,Email,Medium,Investigate,2026-02-05T08:45:33Z,Sam Cole
TKT-2026-0016,Phone,Critical,Close,2026-02-05T08:47:11Z,Ravi Patel
TKT-2026-0032,Phone,High,Log Ticket,2026-02-05T08:59:27Z,Grace Lee
TKT-2026-0011,Phone,Critical,Reopen,2026-02-05T10:09:14Z,Sam Cole
TKT-2026-0032,Phone,High,Triage,2026-02-05T10:20:27Z,Grace Lee
TKT-2026-0025,Phone,High,Escalate,2026-02-05T10:35:01Z,Ingrid Nilsen
TKT-2026-0023,Portal,High,Resolve,2026-02-05T10:38:35Z,Mo Farah
TKT-2026-0031,Email,Critical,Assign,2026-02-05T11:07:14Z,Sam Cole
TKT-2026-0033,Email,High,Log Ticket,2026-02-05T12:06:56Z,Grace Lee
TKT-2026-0011,Phone,Critical,Investigate,2026-02-05T12:24:14Z,Sam Cole
TKT-2026-0020,Phone,High,Resolve,2026-02-05T12:52:23Z,Grace Lee
TKT-2026-0030,Portal,Medium,Assign,2026-02-05T13:20:34Z,Ingrid Nilsen
TKT-2026-0032,Phone,High,Assign,2026-02-05T13:24:27Z,Grace Lee
TKT-2026-0034,Phone,Medium,Log Ticket,2026-02-05T13:33:44Z,Grace Lee
TKT-2026-0033,Email,High,Triage,2026-02-05T14:07:56Z,Grace Lee
TKT-2026-0023,Portal,High,Close,2026-02-05T14:16:35Z,Mo Farah
TKT-2026-0031,Email,Critical,Investigate,2026-02-05T14:18:14Z,Sam Cole
TKT-2026-0035,Chat,High,Log Ticket,2026-02-05T14:27:16Z,Sam Cole
TKT-2026-0035,Chat,High,Triage,2026-02-05T14:30:16Z,Sam Cole
TKT-2026-0027,Email,Medium,Escalate,2026-02-05T15:46:33Z,Sam Cole
TKT-2026-0035,Chat,High,Assign,2026-02-05T15:48:16Z,Sam Cole
TKT-2026-0034,Phone,Medium,Triage,2026-02-05T15:53:44Z,Grace Lee
TKT-2026-0033,Email,High,Assign,2026-02-05T16:10:56Z,Grace Lee
TKT-2026-0034,Phone,Medium,Assign,2026-02-05T16:13:44Z,Grace Lee
TKT-2026-0026,Phone,Medium,Resolve,2026-02-05T16:14:12Z,Mo Farah
TKT-2026-0030,Portal,Medium,Investigate,2026-02-05T16:39:34Z,Ingrid Nilsen
TKT-2026-0036,Portal,Critical,Log Ticket,2026-02-05T17:14:43Z,Ravi Patel
TKT-2026-0032,Phone,High,Investigate,2026-02-05T17:57:27Z,Grace Lee
TKT-2026-0028,Portal,High,Resolve,2026-02-05T18:16:07Z,Sam Cole
TKT-2026-0036,Portal,Critical,Triage,2026-02-05T18:16:43Z,Ravi Patel
TKT-2026-0028,Portal,High,Close,2026-02-05T18:25:07Z,Sam Cole
TKT-2026-0020,Phone,High,Close,2026-02-05T18:56:23Z,Grace Lee
TKT-2026-0019,Chat,Medium,Resolve,2026-02-05T19:05:17Z,Ingrid Nilsen
TKT-2026-0026,Phone,Medium,Close,2026-02-05T19:22:12Z,Mo Farah
TKT-2026-0025,Phone,High,Resolve,2026-02-05T20:24:01Z,Ingrid Nilsen
TKT-2026-0019,Chat,Medium,Close,2026-02-05T20:49:17Z,Ingrid Nilsen
TKT-2026-0011,Phone,Critical,Resolve,2026-02-05T21:00:14Z,Sam Cole
TKT-2026-0027,Email,Medium,Resolve,2026-02-05T21:32:33Z,Sam Cole
TKT-2026-0025,Phone,High,Close,2026-02-05T21:34:01Z,Ingrid Nilsen
TKT-2026-0033,Email,High,Investigate,2026-02-05T21:34:56Z,Grace Lee
TKT-2026-0036,Portal,Critical,Assign,2026-02-05T21:49:43Z,Ravi Patel
TKT-2026-0034,Phone,Medium,Investigate,2026-02-05T22:03:44Z,Grace Lee
TKT-2026-0029,Chat,Medium,Resolve,2026-02-05T22:43:33Z,Ravi Patel
TKT-2026-0035,Chat,High,Investigate,2026-02-05T23:47:16Z,Sam Cole
TKT-2026-0027,Email,Medium,Close,2026-02-06T00:31:33Z,Sam Cole
TKT-2026-0030,Portal,Medium,Resolve,2026-02-06T03:51:34Z,Ingrid Nilsen
TKT-2026-0011,Phone,Critical,Close,2026-02-06T05:20:14Z,Sam Cole
TKT-2026-0029,Chat,Medium,Close,2026-02-06T06:12:33Z,Ravi Patel
TKT-2026-0036,Portal,Critical,Investigate,2026-02-06T06:23:43Z,Ravi Patel
TKT-2026-0024,Email,Medium,Resolve,2026-02-06T06:31:35Z,Mo Farah
TKT-2026-0032,Phone,High,Resolve,2026-02-06T07:37:27Z,Grace Lee
TKT-2026-0031,Email,Critical,Resolve,2026-02-06T07:47:14Z,Sam Cole
TKT-2026-0037,Email,Medium,Log Ticket,2026-02-06T07:55:25Z,Sam Cole
TKT-2026-0035,Chat,High,Resolve,2026-02-06T07:59:16Z,Sam Cole
TKT-2026-0034,Phone,Medium,Escalate,2026-02-06T08:56:44Z,Grace Lee
TKT-2026-0037,Email,Medium,Triage,2026-02-06T09:32:25Z,Sam Cole
TKT-2026-0036,Portal,Critical,Resolve,2026-02-06T09:42:43Z,Ravi Patel
TKT-2026-0038,Phone,Medium,Log Ticket,2026-02-06T10:10:33Z,Ingrid Nilsen
TKT-2026-0024,Email,Medium,Close,2026-02-06T10:57:35Z,Mo Farah
TKT-2026-0039,Chat,Medium,Log Ticket,2026-02-06T11:08:39Z,Ravi Patel
TKT-2026-0037,Email,Medium,Assign,2026-02-06T11:17:25Z,Sam Cole
TKT-2026-0035,Chat,High,Close,2026-02-06T11:20:16Z,Sam Cole
TKT-2026-0039,Chat,Medium,Triage,2026-02-06T11:25:39Z,Ravi Patel
TKT-2026-0030,Portal,Medium,Close,2026-02-06T11:57:34Z,Ingrid Nilsen
TKT-2026-0038,Phone,Medium,Triage,2026-02-06T12:03:33Z,Ingrid Nilsen
TKT-2026-0031,Email,Critical,Close,2026-02-06T12:31:14Z,Sam Cole
TKT-2026-0040,Portal,Medium,Log Ticket,2026-02-06T12:52:44Z,Grace Lee
TKT-2026-0038,Phone,Medium,Assign,2026-02-06T13:14:33Z,Ingrid Nilsen
TKT-2026-0040,Portal,Medium,Triage,2026-02-06T13:42:44Z,Grace Lee
TKT-2026-0041,Chat,Low,Log Ticket,2026-02-06T14:05:35Z,Mo Farah
TKT-2026-0032,Phone,High,Close,2026-02-06T14:08:27Z,Grace Lee
TKT-2026-0037,Email,Medium,Investigate,2026-02-06T15:09:25Z,Sam Cole
TKT-2026-0041,Chat,Low,Triage,2026-02-06T15:11:35Z,Mo Farah
TKT-2026-0038,Phone,Medium,Investigate,2026-02-06T15:32:33Z,Ingrid Nilsen
TKT-2026-0039,Chat,Medium,Assign,2026-02-06T16:10:39Z,Ravi Patel
TKT-2026-0036,Portal,Critical,Close,2026-02-06T16:10:43Z,Ravi Patel
TKT-2026-0042,Email,Low,Log Ticket,2026-02-06T16:43:38Z,Ingrid Nilsen
TKT-2026-0041,Chat,Low,Assign,2026-02-06T16:54:35Z,Mo Farah
TKT-2026-0043,Phone,Medium,Log Ticket,2026-02-06T18:02:31Z,Sam Cole
TKT-2026-0033,Email,High,Resolve,2026-02-06T18:57:56Z,Grace Lee
TKT-2026-0042,Email,Low,Triage,2026-02-06T19:16:38Z,Ingrid Nilsen
TKT-2026-0043,Phone,Medium,Triage,2026-02-06T19:57:31Z,Sam Cole
TKT-2026-0040,Portal,Medium,Resolve,2026-02-06T20:46:44Z,Grace Lee
TKT-2026-0042,Email,Low,Assign,2026-02-06T21:05:38Z,Ingrid Nilsen
TKT-2026-0010,Email,Critical,Reopen,2026-02-06T21:42:53Z,Ingrid Nilsen
TKT-2026-0028,Portal,High,Reopen,2026-02-06T22:32:07Z,Sam Cole
TKT-2026-0042,Email,Low,Investigate,2026-02-06T23:01:38Z,Ingrid Nilsen
TKT-2026-0010,Email,Critical,Investigate,2026-02-06T23:18:53Z,Ingrid Nilsen
TKT-2026-0043,Phone,Medium,Assign,2026-02-07T00:09:31Z,Sam Cole
TKT-2026-0028,Portal,High,Investigate,2026-02-07T00:14:07Z,Sam Cole
TKT-2026-0039,Chat,Medium,Investigate,2026-02-07T00:51:39Z,Ravi Patel
TKT-2026-0041,Chat,Low,Investigate,2026-02-07T01:16:35Z,Mo Farah
TKT-2026-0040,Portal,Medium,Close,2026-02-07T02:05:44Z,Grace Lee
TKT-2026-0033,Email,High,Close,2026-02-07T03:30:56Z,Grace Lee
TKT-2026-0043,Phone,Medium,Investigate,2026-02-07T04:59:31Z,Sam Cole
TKT-2026-0034,Phone,Medium,Resolve,2026-02-07T06:33:44Z,Grace Lee
TKT-2026-0029,Chat,Medium,Reopen,2026-02-07T07:18:33Z,Ravi Patel
TKT-2026-0039,Chat,Medium,Resolve,2026-02-07T09:05:39Z,Ravi Patel
TKT-2026-0010,Email,Critical,Resolve,2026-02-07T09:46:53Z,Ingrid Nilsen
TKT-2026-0010,Email,Critical,Close,2026-02-07T10:50:53Z,Ingrid Nilsen
TKT-2026-0042,Email,Low,Resolve,2026-02-07T11:23:38Z,Ingrid Nilsen
TKT-2026-0038,Phone,Medium,Resolve,2026-02-07T12:44:33Z,Ingrid Nilsen
TKT-2026-0042,Email,Low,Close,2026-02-07T13:01:38Z,Ingrid Nilsen
TKT-2026-0037,Email,Medium,Resolve,2026-02-07T13:09:25Z,Sam Cole
TKT-2026-0043,Phone,Medium,Resolve,2026-02-07T13:30:31Z,Sam Cole
TKT-2026-0041,Chat,Low,Resolve,2026-02-07T15:08:35Z,Mo Farah
TKT-2026-0029,Chat,Medium,Investigate,2026-02-07T15:12:33Z,Ravi Patel
TKT-2026-0034,Phone,Medium,Close,2026-02-07T15:23:44Z,Grace Lee
TKT-2026-0039,Chat,Medium,Close,2026-02-07T15:30:39Z,Ravi Patel
TKT-2026-0038,Phone,Medium,Close,2026-02-07T16:46:33Z,Ingrid Nilsen
TKT-2026-0021,Phone,Medium,Reopen,2026-02-07T17:23:57Z,Ingrid Nilsen
TKT-2026-0037,Email,Medium,Close,2026-02-07T18:15:25Z,Sam Cole
TKT-2026-0028,Portal,High,Resolve,2026-02-07T19:24:07Z,Sam Cole
TKT-2026-0041,Chat,Low,Close,2026-02-07T19:33:35Z,Mo Farah
TKT-2026-0021,Phone,Medium,Investigate,2026-02-07T21:03:57Z,Ingrid Nilsen
TKT-2026-0043,Phone,Medium,Close,2026-02-07T21:23:31Z,Sam Cole
TKT-2026-0029,Chat,Medium,Resolve,2026-02-08T02:30:33Z,Ravi Patel
TKT-2026-0029,Chat,Medium,Close,2026-02-08T02:57:33Z,Ravi Patel
TKT-2026-0028,Portal,High,Close,2026-02-08T03:16:07Z,Sam Cole
TKT-2026-0021,Phone,Medium,Resolve,2026-02-08T07:15:57Z,Ingrid Nilsen
TKT-2026-0021,Phone,Medium,Close,2026-02-08T08:42:57Z,Ingrid Nilsen
TKT-2026-0044,Portal,Critical,Log Ticket,2026-02-09T07:50:01Z,Sam Cole
TKT-2026-0045,Email,High,Log Ticket,2026-02-09T08:35:24Z,Ravi Patel
TKT-2026-0044,Portal,Critical,Triage,2026-02-09T08:36:01Z,Sam Cole
TKT-2026-0046,Email,High,Log Ticket,2026-02-09T09:24:19Z,Ingrid Nilsen
TKT-2026-0046,Email,High,Triage,2026-02-09T10:20:19Z,Ingrid Nilsen
TKT-2026-0046,Email,High,Assign,2026-02-09T10:40:19Z,Ingrid Nilsen
TKT-2026-0045,Email,High,Triage,2026-02-09T11:24:24Z,Ravi Patel
TKT-2026-0045,Email,High,Assign,2026-02-09T12:46:24Z,Ravi Patel
TKT-2026-0044,Portal,Critical,Assign,2026-02-09T12:48:01Z,Sam Cole
TKT-2026-0047,Portal,High,Log Ticket,2026-02-09T12:57:01Z,Grace Lee
TKT-2026-0048,Portal,Critical,Log Ticket,2026-02-09T13:35:52Z,Mo Farah
TKT-2026-0049,Email,Medium,Log Ticket,2026-02-09T14:08:23Z,Ravi Patel
TKT-2026-0050,Chat,Critical,Log Ticket,2026-02-09T14:24:24Z,Grace Lee
TKT-2026-0048,Portal,Critical,Triage,2026-02-09T14:59:52Z,Mo Farah
TKT-2026-0047,Portal,High,Triage,2026-02-09T15:25:01Z,Grace Lee
TKT-2026-0049,Email,Medium,Triage,2026-02-09T15:25:23Z,Ravi Patel
TKT-2026-0050,Chat,Critical,Triage,2026-02-09T15:31:24Z,Grace Lee
TKT-2026-0045,Email,High,Investigate,2026-02-09T15:37:24Z,Ravi Patel
TKT-2026-0046,Email,High,Investigate,2026-02-09T16:01:19Z,Ingrid Nilsen
TKT-2026-0049,Email,Medium,Assign,2026-02-09T16:22:23Z,Ravi Patel
TKT-2026-0049,Email,Medium,Investigate,2026-02-09T17:39:23Z,Ravi Patel
